fawn|হরিণ-শিশু
except|ব্যতীত,ছাড়া
recordable|ধারণযোগ্য
airfield|বিমান ঘাঁটি
wall|দেয়াল,দেওয়াল,পাঁচিল,প্রাচীরগাত্র
shrine|ধর্মস্থান
samples|নমুনা
disrupt|সংহতিনাশ করা,সংহতিনাশক,সংহতিনাশ
catarrh|সর্দি
toneless|বেসুরো
delhi|দিল্লী,দিল্লি
fridge|ফ্রিজ
traffic|যানচলাচল
inflation|মুদ্রাস্ফীতি
scheduler|সময়-তালিকা নির্ধারক
confined|বদ্ধ
accepted|গ্রহণযোগ্য,গৃহিত,গৃহীত,স্বীকৃত,প্রচলিত
furniture|আসবাবপত্র
acute|তীব্র,তীক্ষ্ণ,সংকট জনক
genghis.khan|চেঙ্গিস খান
particle|কণা
patrick|প্যাট্রিক
reduces|হ্রাস করা
shrink|সঙ্কুচিত করা,সঙ্কুচিত করা
barcode.scanners|বারকোড স্ক্যানার
university.of.illinois|ইউনিভার্সিটি অফ ইলিনয়
tower|উচ্চ অট্টালিকা
node|নোড,সংযোগস্থল
malik.ali|মালিক আলি
madrid|মাদ্রিদ
competition|প্রতিযোগিতা
deduce|অনুমান করা
endnotes|টীকা
table|টেবিল
pongal|পোঙ্গল
oxidation|জারণ
donât|করো না
landline|ল্যান্ডলাইন
xine|জাইন
legal|আইনি,বৈধ
moon|চাঁদ,চন্দ্র
fade-out|ধীরে ধীরে মিলিয়ে যাওয়া
buddha|বুদ্ধ
provides|দেয়
provider|সরবরাহকারী
subjugation|শাসনাধিকার
marriage|বিবাহ,বিয়ে
quit|প্রস্থান,প্রস্থান করা,বেরিয়ে এসো,প্রস্থান করা
liquid|তরল
freedb|ফ্রি-ডিবি
inspect|পরিদর্শন করা,পরিদ‌র্শন করা,পরিদর্শন করা
communicate|যোগাযোগ করা,যোগাযোগ করা
slaughter|বধ
substratum|সারবত্তা
nudism|নগ্নত্ব
terrified|আতঙ্কিত
beaches|সমুদ্র-সৈকত
on|চালু
ok|ঠিক আছে,বেশ
hafij|হাফিজ
oh|ওহ
zealous|অত্যন্ত আগ্রহশীল
of|এর
choirs|গির্জার গায়কদল
lake.villa|লেক ভিলা
shrimp|চিংড়ি মাছ
hafiz|হাফিজ
equalize|সমকক্ষ করা,সমকক্ষ করা
dortmund|ডর্টমুন্ড
os|অপারেটিং সিস্টেম
or|অথবা
amber|তৈলস্ফটিক
tribe|উপজাতি
cambridge|কেমব্রীজ
endnote|টীকা
communication|যোগাযোগ
garner|গার্নার
accounts|অ্যাকাউন্ট
determine|নির্ধারণ,নির্ধারণ করা,নির্ধারণ করা
syringe|পিচকারী,সিরিনজ
abrogate|আইন করা,প্রথারহিত করা,রদ করা
theoretically|তাত্ত্বিকভাবে
mental|মানসিক
mandalay|মান্দালয়
calamities|দূর্যোগ
nas.port|এনএএস পোর্ট
there|সেখানে
alleged|অভিযোগে বর্ণিত,অভিযোগে বর্ণিত
cultured|বিনয়ী
christianity|খ্রিস্ট ধর্ম
strict|নিয়মনিষ্ঠ,সুনিষ্ট
racist|বর্ণবাদী
strong|বলিষ্ঠ
house|আশ্রয় দেওয়া,বাড়ি,ঘর,আবাস
dislocated|স্থানান্তরিত
cultures|সংস্কৃতি
valley|উপত্যকা,ভ্যালি
broad.gauge|ব্রডগেজ
fish|মাছ
log.out|প্রস্থান করা
communal.violence|জাতিগত হিংসা
yak|চমরী গাই,তিব্বতীয় গরুবিশেষ
newtonian|নিউটনীয়
supreme.court|সুপ্রিম কোর্ট
shamelessly|নির্লজ্জভাবে
regard|বিবেচনা করা,গণ্য করা,বিবেচনা করা
jun|জুন
strategic.importance|কৌশলগত গুরত্বপূর্ণ
amongst|মধ্যে
velleity|ঝোঁকমাত্র
willa|উইলা
inter.planetary.dust|আন্তঃগ্রহ ধূলিকণা
promote|উৎসাহিত করা,উন্নত করা,বর্ধিত করা,মর্যাদা বাড়ানো
emancipate|মুক্ত করা
longer|দীর্ঘতর
bharatiya|ভারতীয়
terminus|টার্মিনাস
pulverization|চূর্ণন
grasp|উপলব্ধি,উপলব্ধি করা
grass|ঘাস
strongly|দৃঢ়ভাবে
taylor|টেইলর
contributors|অংশ গ্রহণকারীগণ
cinema|সিনেমা
taste|স্বাদ
cbi|সিবিআই
minneapolis|মিনিয়াপলিস
cbr|সিবিআর
britain|ব্রিটেন
yemeni|ইয়েমেনী
orchards|ফলের বাগান
corresponding|সংশ্লিষ্ট
encompass|পরিবেষ্টন,পরিবেষ্টন করা
st..lucia|সেন্ট লুসিয়া
incorrect|বেঠিক
abyss|অতল গহ্বর,সুগভীর হতাশা
bicycling|বাই-সাইকেল চালানো
biochemistry|প্রাণ-রসায়ন
deserve|যোগ্য হওয়া
compel|জোর করা,বাধ্য করান
gettext|গেটটেক্সট
vitalize|সতেজ করা,প্রাণবন্ত করা
5|৫
underwater|জলনিমগ্ন
hellfire|দোযখের আগুন
trash|আবর্জনা,আবর্জনার বাক্সে ফেলা,ঝুল
sufficient|যথেষ্ট
abysm|খাদ,অতল গহ্বর,খাদ
deviation|বিচ্যুতি
bouvet|বুভেট
briefly|সংক্ষিপ্তভাবে
bori.bunder|বোরি বুন্দর
conspiracies|ষড়যন্ত্র
new.zambia|নিউ জাম্বিয়া
separate|আলাদা,পৃথক,আলাদা করা,আলাদা করা
symbol|চিহ্ন
fetid|দুর্গন্ধময়
vladivostok|ভ্লাদিভস্তক
nucleus|নিউক্লিয়াস
recognise|উপলব্ধি করা,উপলব্ধি করা
included|অন্তর্ভুক্ত
spouse|স্বামী বা স্ত্রী
al-qaeda|আল-কায়েদা
michales|মাইকেল
sansad.marg|সংসদ মার্গ
wife|স্ত্রী,বউ,পত্নী
invest|বিনিয়োগ করা
uglier|জঘন্যতর
curve|বক্র
barcelona|বার্সিলোনা
malvinas|মালভিনিয়
treason|বিশ্বাসঘাতকতা
directory|ডিরেক্টরি,ডিরেক্টরী
draw.cheque|চেক  কাটা
socotra|সকোত্রা
all|সব,সমস্ত,সমস্ত,মোটের উপর
chinese|চীনা
ali|আলি
gupta|গুপ্ত
food.canal|খাদ্যনালি
ale|মদ্য বিশেষ
javed|জাভেদ
disc|ডিস্ক
dish|ডিশ
follow|অনুসরণ করা,অনুসরণ করা
disk|ডিস্ক
decisions|সিদ্ধান্তসমূহ
toledo|টলেডো
polarity|মেরু
glimpse|এক ঝলক দেখা
apartment|কক্ষ,এপার্টমেন্ট
catastrophe|চরম বিপর্যয়
german.football|জার্মান ফুটবল
participants|অংশগ্রহণকারীগণ
opportunities|সম্ভাবনাগুলো
removal|অপসারণ
init|আইনিট,চালু করা
program|প্রোগ্রাম,অনুষ্ঠান,অনুষ্ঠান
high.court|হাই-কোর্ট
crest|শিখর,ঝোঁটন
economic.base|অর্থনৈতিক ঘাঁটি
activities|ক্রিয়াকলাপ
fax|ফ্যাক্স
urea|ইউরিয়া
incorporate|একত্রীভূত করা
worse|আরও খারাপ,আরও খারাপ,খারাপ,খারাপ
egyptian|মিশরীয়
far|দূর,দুর
scroll-bars|স্ক্রলবার
faq|প্রায়শই জিজ্ঞাসিত প্রশ্ন
chicly|সৌনাভ
unregulated|অনিয়ন্ত্রিত
novel|উপন্যাস
fan|পাখা,ভক্ত
merry.christmas|শুভ ক্রিস্টমাস
sony|সোনি
ticket|টিকিট
hamden|হামদেন
wily|ধূর্ত,শঠ
caesium|সিজিয়াম
unattainable|পাওয়ার বাইরে
list|তালিকা,তালিকাভুক্ত করা
prolonged|দীর্ঘায়িত
grandfather|ঠাকুরদা,দাদু
intimidate|ভয় দেখান
unproblematic|ঝামেলাহীন
good.night|শুভরাত্রি
human-rights.instrument|মানবাধিকারের দলিল
programme|কর্মসূচী,অনুষ্ঠান
flick|দপদপ করা
tel|তেল
recode|রি-কোড
ten|দশ
abstracted|অন্যমনস্ক
tea|চা
built-in|অন্তর্নির্মিত
food.price|খাদ্যমূল্য
synergy|ঐকতান
tata.indicom|টাটা ইন্ডিকম
rate|হার
invention|উদ্ভাবনা
design|নকশা,পরিকল্পনা করা
phonein|ফোন ইন
runner-up|রানার-আপ
warmonger|যুদ্ধ-পিপাসু,যে যুদ্ধে প্ররোচিত করে
abstinenee|সংযম,উপরতি
